"id";"value";"time";"read"
437;12.9227;"1619463523.546";"0"
433;13.4517;"1619463522.546";"0"
438;12.9157;"1619463523.796";"0"
440;12.8248;"1619463524.296";"0"
443;12.4995;"1619463525.046";"0"
442;12.9286;"1619463524.796";"0"
441;12.8479;"1619463524.546";"0"
439;12.8773;"1619463524.046";"0"
444;12.6173;"1619463525.296";"0"
447;12.6825;"1619463526.046";"0"
448;12.6735;"1619463526.296";"0"
446;12.6351;"1619463525.796";"0"
449;12.662;"1619463526.546";"0"
450;12.6799;"1619463526.796";"0"
445;12.4341;"1619463525.546";"0"
451;12.6197;"1619463527.046";"0"
456;12.2418;"1619463528.296";"0"
453;12.7004;"1619463527.546";"0"
455;12.3072;"1619463528.046";"0"
454;12.4686;"1619463527.796";"0"
452;12.6351;"1619463527.296";"0"
457;12.2226;"1619463528.546";"0"
458;12.4391;"1619463528.796";"0"
461;12.3994;"1619463529.546";"0"
462;12.311;"1619463529.796";"0"
460;12.3302;"1619463529.296";"0"
459;12.5441;"1619463529.046";"0"
465;12.3264;"1619463530.546";"0"
466;12.3315;"1619463530.796";"0"
463;12.0433;"1619463530.046";"0"
464;12.2406;"1619463530.296";"0"
468;12.3225;"1619463531.296";"0"
467;12.3123;"1619463531.046";"0"
473;12.288;"1619463532.546";"0"
470;12.1688;"1619463531.796";"0"
472;12.2559;"1619463532.296";"0"
471;12.1535;"1619463532.046";"0"
474;12.2828;"1619463532.796";"0"
469;12.2982;"1619463531.546";"0"
476;12.2816;"1619463533.296";"0"
479;12.2611;"1619463534.046";"0"
477;12.2751;"1619463533.546";"0"
475;12.2841;"1619463533.046";"0"
480;12.2495;"1619463534.296";"0"
478;12.2611;"1619463533.796";"0"
481;12.2342;"1619463534.546";"0"
482;12.2278;"1619463534.796";"0"
486;12.2098;"1619463535.796";"0"
484;12.2226;"1619463535.296";"0"
485;12.2188;"1619463535.546";"0"
483;12.2175;"1619463535.046";"0"
492;12.1868;"1619463537.296";"0"
489;12.1996;"1619463536.546";"0"
491;12.1868;"1619463537.046";"0"
487;12.206;"1619463536.046";"0"
490;12.1906;"1619463536.796";"0"
488;12.2034;"1619463536.296";"0"
495;12.1778;"1619463538.046";"0"
494;12.1791;"1619463537.796";"0"
497;12.1701;"1619463538.546";"0"
493;12.1919;"1619463537.546";"0"
496;12.1778;"1619463538.296";"0"
498;12.156;"1619463538.796";"0"
501;12.2854;"1619463539.546";"0"
499;12.1573;"1619463539.046";"0"
502;12.6325;"1619463539.796";"0"
504;13.5498;"1619463540.296";"0"
503;13.0821;"1619463540.046";"0"
500;12.1599;"1619463539.296";"0"
507;14.2119;"1619463541.046";"0"
508;14.1812;"1619463541.296";"0"
506;14.0819;"1619463540.796";"0"
510;13.9711;"1619463541.796";"0"
509;14.0723;"1619463541.546";"0"
505;13.9308;"1619463540.546";"0"
511;13.7816;"1619463542.046";"0"
516;13.2737;"1619463543.296";"0"
513;13.5177;"1619463542.546";"0"
515;13.3416;"1619463543.046";"0"
514;13.4152;"1619463542.796";"0"
512;13.6522;"1619463542.296";"0"
520;13.1046;"1619463544.296";"0"
522;13.0483;"1619463544.796";"0"
517;13.216;"1619463543.546";"0"
519;13.1379;"1619463544.046";"0"
521;13.0777;"1619463544.546";"0"
518;13.1751;"1619463543.796";"0"
526;12.9701;"1619463545.796";"0"
527;12.9619;"1619463546.046";"0"
523;13.0201;"1619463545.046";"0"
525;12.9842;"1619463545.546";"0"
528;12.9516;"1619463546.296";"0"
524;13.0085;"1619463545.296";"0"
532;12.9234;"1619463547.296";"0"
533;12.9081;"1619463547.546";"0"
529;12.9465;"1619463546.546";"0"
531;12.9324;"1619463547.046";"0"
530;12.9401;"1619463546.796";"0"
534;12.8978;"1619463547.796";"0"
536;12.9478;"1619463548.296";"0"
540;13.2667;"1619463549.296";"0"
537;13.0515;"1619463548.546";"0"
535;12.894;"1619463548.046";"0"
539;13.2193;"1619463549.046";"0"
538;13.1425;"1619463548.796";"0"
541;13.2744;"1619463549.546";"0"
544;13.1758;"1619463550.296";"0"
545;13.1258;"1619463550.546";"0"
546;13.0887;"1619463550.796";"0"
542;13.2513;"1619463549.796";"0"
543;13.2219;"1619463550.046";"0"
552;12.9734;"1619463552.296";"0"
551;12.9888;"1619463552.046";"0"
550;13.0054;"1619463551.796";"0"
549;13.0221;"1619463551.546";"0"
548;13.0361;"1619463551.296";"0"
547;13.063;"1619463551.046";"0"
553;12.958;"1619463552.546";"0"
558;12.8863;"1619463553.796";"0"
555;12.926;"1619463553.046";"0"
557;12.8978;"1619463553.546";"0"
556;12.9106;"1619463553.296";"0"
554;12.935;"1619463552.796";"0"
564;12.8953;"1619463555.296";"0"
559;12.8914;"1619463554.046";"0"
562;12.8927;"1619463554.796";"0"
561;12.8901;"1619463554.546";"0"
560;12.8876;"1619463554.296";"0"
563;12.8901;"1619463555.046";"0"
566;12.8837;"1619463555.796";"0"
568;12.8684;"1619463556.296";"0"
569;12.8543;"1619463556.546";"0"
567;12.8799;"1619463556.046";"0"
565;12.885;"1619463555.546";"0"
570;12.8453;"1619463556.796";"0"
571;12.8338;"1619463557.046";"0"
572;12.8158;"1619463557.296";"0"
575;12.8094;"1619463558.046";"0"
574;12.8069;"1619463557.796";"0"
573;12.8107;"1619463557.546";"0"
576;12.812;"1619463558.296";"0"
577;12.8158;"1619463558.546";"0"
578;12.8056;"1619463558.796";"0"
580;12.8056;"1619463559.296";"0"
582;12.771;"1619463559.796";"0"
581;12.7941;"1619463559.546";"0"
579;12.803;"1619463559.046";"0"
585;12.7403;"1619463560.546";"0"
584;12.7441;"1619463560.296";"0"
586;12.7518;"1619463560.796";"0"
587;12.7467;"1619463561.046";"0"
583;12.7134;"1619463560.046";"0"
588;13.0195;"1619463561.296";"0"
590;13.6292;"1619463561.796";"0"
594;14.6019;"1619463562.796";"0"
593;14.6031;"1619463562.546";"0"
592;14.4988;"1619463562.296";"0"
591;14.1306;"1619463562.046";"0"
589;13.4294;"1619463561.546";"0"
596;14.4571;"1619463563.296";"0"
598;14.1625;"1619463563.796";"0"
599;14.0191;"1619463564.046";"0"
597;14.3137;"1619463563.546";"0"
595;14.5558;"1619463563.046";"0"
600;13.9153;"1619463564.296";"0"
606;13.5728;"1619463565.796";"0"
601;13.8072;"1619463564.546";"0"
604;13.6407;"1619463565.296";"0"
602;13.7137;"1619463564.796";"0"
603;13.6214;"1619463565.046";"0"
605;13.5215;"1619463565.546";"0"
609;13.4857;"1619463566.546";"0"
607;13.551;"1619463566.046";"0"
612;13.6298;"1619463567.296";"0"
610;13.4652;"1619463566.796";"0"
611;13.4966;"1619463567.046";"0"
608;13.4934;"1619463566.296";"0"
615;13.8373;"1619463568.046";"0"
617;13.804;"1619463568.546";"0"
613;13.7515;"1619463567.546";"0"
614;13.8091;"1619463567.796";"0"
616;13.827;"1619463568.296";"0"
618;13.7732;"1619463568.796";"0"
619;13.7476;"1619463569.046";"0"
621;13.7028;"1619463569.546";"0"
620;13.7066;"1619463569.296";"0"
622;13.6387;"1619463569.796";"0"
623;13.485;"1619463570.046";"0"
624;13.485;"1619463570.296";"0"
625;13.4543;"1619463570.546";"0"
630;13.3736;"1619463571.796";"0"
626;13.4197;"1619463570.796";"0"
628;13.3531;"1619463571.296";"0"
627;13.3774;"1619463571.046";"0"
629;13.3339;"1619463571.546";"0"
631;13.4684;"1619463572.046";"0"
634;13.6093;"1619463572.796";"0"
636;13.5773;"1619463573.296";"0"
633;13.6029;"1619463572.546";"0"
635;13.5939;"1619463573.046";"0"
632;13.544;"1619463572.296";"0"
637;13.5606;"1619463573.546";"0"
642;13.8283;"1619463574.796";"0"
638;13.5837;"1619463573.796";"0"
639;13.6708;"1619463574.046";"0"
641;13.7924;"1619463574.546";"0"
640;13.7502;"1619463574.296";"0"
644;13.7515;"1619463575.296";"0"
645;13.7028;"1619463575.546";"0"
643;13.795;"1619463575.046";"0"
647;13.5734;"1619463576.046";"0"
648;13.5286;"1619463576.296";"0"
646;13.6375;"1619463575.796";"0"
653;13.5644;"1619463577.546";"0"
650;13.4466;"1619463576.796";"0"
652;13.5068;"1619463577.296";"0"
649;13.4876;"1619463576.546";"0"
654;13.6131;"1619463577.796";"0"
651;13.4658;"1619463577.046";"0"
656;13.6554;"1619463578.296";"0"
658;13.6106;"1619463578.796";"0"
657;13.6528;"1619463578.546";"0"
659;13.5683;"1619463579.046";"0"
660;13.5247;"1619463579.296";"0"
655;13.6464;"1619463578.046";"0"
662;13.4389;"1619463579.796";"0"
664;13.3672;"1619463580.296";"0"
663;13.4133;"1619463580.046";"0"
661;13.4863;"1619463579.546";"0"
665;13.3518;"1619463580.546";"0"
666;13.3236;"1619463580.796";"0"
667;13.298;"1619463581.046";"0"
669;13.1687;"1619463581.546";"0"
668;13.2852;"1619463581.296";"0"
670;13.1763;"1619463581.796";"0"
672;12.8735;"1619463582.296";"0"
671;12.8946;"1619463582.046";"0"
673;12.9081;"1619463582.546";"0"
674;12.7428;"1619463582.796";"0"
675;13.1937;"1619463583.046";"0"
676;13.6292;"1619463583.296";"0"
677;14.1306;"1619463583.546";"0"
678;14.6321;"1619463583.796";"0"
680;15.4044;"1619463584.296";"0"
679;15.1334;"1619463584.046";"0"
