"id";"value";"time";"read"
321;2.1361;"1619466712.9756";"0"
322;2.13738;"1619466713.2256";"0"
323;2.13866;"1619466713.4756";"0"
324;2.13994;"1619466713.7256";"0"
319;2.13994;"1619466712.4756";"0"
320;2.1425;"1619466712.7256";"0"
327;2.14122;"1619466714.4756";"0"
325;2.13994;"1619466713.9756";"0"
330;2.13226;"1619466715.2256";"0"
329;2.13354;"1619466714.9756";"0"
326;2.13354;"1619466714.2256";"0"
328;2.13738;"1619466714.7256";"0"
334;2.13354;"1619466716.2256";"0"
332;2.1361;"1619466715.7256";"0"
335;2.12585;"1619466716.4756";"0"
336;2.12329;"1619466716.7256";"0"
333;2.13738;"1619466715.9756";"0"
331;2.1361;"1619466715.4756";"0"
338;2.1156;"1619466717.2256";"0"
337;2.11688;"1619466716.9756";"0"
340;2.11176;"1619466717.7256";"0"
339;2.11688;"1619466717.4756";"0"
341;2.1092;"1619466717.9756";"0"
342;2.10792;"1619466718.2256";"0"
345;2.10279;"1619466718.9756";"0"
346;2.10151;"1619466719.2256";"0"
348;2.09767;"1619466719.7256";"0"
347;2.10407;"1619466719.4756";"0"
344;2.10792;"1619466718.7256";"0"
343;2.10407;"1619466718.4756";"0"
354;2.11816;"1619466721.2256";"0"
351;2.10407;"1619466720.4756";"0"
353;2.11945;"1619466720.9756";"0"
350;2.09895;"1619466720.2256";"0"
349;2.10023;"1619466719.9756";"0"
352;2.10664;"1619466720.7256";"0"
355;2.12585;"1619466721.4756";"0"
357;2.12841;"1619466721.9756";"0"
358;2.13226;"1619466722.2256";"0"
359;2.12457;"1619466722.4756";"0"
356;2.12713;"1619466721.7256";"0"
360;2.12841;"1619466722.7256";"0"
362;2.12713;"1619466723.2256";"0"
364;2.13097;"1619466723.7256";"0"
366;2.12969;"1619466724.2256";"0"
365;2.13994;"1619466723.9756";"0"
363;2.12713;"1619466723.4756";"0"
361;2.13097;"1619466722.9756";"0"
367;2.13482;"1619466724.4756";"0"
371;2.12201;"1619466725.4756";"0"
370;2.12585;"1619466725.2256";"0"
372;2.11945;"1619466725.7256";"0"
369;2.12969;"1619466724.9756";"0"
368;2.12585;"1619466724.7256";"0"
374;2.12073;"1619466726.2256";"0"
375;2.1156;"1619466726.4756";"0"
378;2.11176;"1619466727.2256";"0"
377;2.11688;"1619466726.9756";"0"
373;2.12329;"1619466725.9756";"0"
376;2.1156;"1619466726.7256";"0"
380;2.10535;"1619466727.7256";"0"
384;2.1092;"1619466728.7256";"0"
381;2.10151;"1619466727.9756";"0"
383;2.10792;"1619466728.4756";"0"
382;2.10664;"1619466728.2256";"0"
379;2.1092;"1619466727.4756";"0"
385;2.1092;"1619466728.9756";"0"
387;2.10664;"1619466729.4756";"0"
389;2.10407;"1619466729.9756";"0"
386;2.10535;"1619466729.2256";"0"
390;2.10023;"1619466730.2256";"0"
388;2.1092;"1619466729.7256";"0"
391;2.10535;"1619466730.4756";"0"
394;2.09767;"1619466731.2256";"0"
395;2.09511;"1619466731.4756";"0"
392;2.10023;"1619466730.7256";"0"
393;2.09767;"1619466730.9756";"0"
396;2.10151;"1619466731.7256";"0"
398;2.10023;"1619466732.2256";"0"
402;2.09126;"1619466733.2256";"0"
400;2.09639;"1619466732.7256";"0"
401;2.09126;"1619466732.9756";"0"
397;2.09383;"1619466731.9756";"0"
399;2.10023;"1619466732.4756";"0"
408;2.10535;"1619466734.7256";"0"
404;2.09511;"1619466733.7256";"0"
403;2.09767;"1619466733.4756";"0"
407;2.10279;"1619466734.4756";"0"
405;2.10151;"1619466733.9756";"0"
406;2.09895;"1619466734.2256";"0"
411;2.10151;"1619466735.4756";"0"
410;2.10792;"1619466735.2256";"0"
413;2.10535;"1619466735.9756";"0"
409;2.10792;"1619466734.9756";"0"
414;2.09895;"1619466736.2256";"0"
412;2.10664;"1619466735.7256";"0"
417;2.09126;"1619466736.9756";"0"
419;2.09383;"1619466737.4756";"0"
415;2.09126;"1619466736.4756";"0"
416;2.09254;"1619466736.7256";"0"
418;2.0887;"1619466737.2256";"0"
420;2.08486;"1619466737.7256";"0"
424;2.0887;"1619466738.7256";"0"
422;2.08358;"1619466738.2256";"0"
423;2.08486;"1619466738.4756";"0"
426;2.0887;"1619466739.2256";"0"
421;2.08742;"1619466737.9756";"0"
425;2.08101;"1619466738.9756";"0"
429;2.08614;"1619466739.9756";"0"
428;2.07973;"1619466739.7256";"0"
430;2.07973;"1619466740.2256";"0"
431;2.0823;"1619466740.4756";"0"
427;2.08998;"1619466739.4756";"0"
432;2.08101;"1619466740.7256";"0"
434;2.07461;"1619466741.2256";"0"
438;2.07973;"1619466742.2256";"0"
436;2.07461;"1619466741.7256";"0"
435;2.07333;"1619466741.4756";"0"
437;2.07845;"1619466741.9756";"0"
433;2.0823;"1619466740.9756";"0"
442;2.08358;"1619466743.2256";"0"
440;2.0823;"1619466742.7256";"0"
439;2.07717;"1619466742.4756";"0"
443;2.08998;"1619466743.4756";"0"
441;2.07845;"1619466742.9756";"0"
444;2.09895;"1619466743.7256";"0"
449;2.09383;"1619466744.9756";"0"
445;2.09895;"1619466743.9756";"0"
446;2.09511;"1619466744.2256";"0"
447;2.09254;"1619466744.4756";"0"
448;2.09767;"1619466744.7256";"0"
450;2.09511;"1619466745.2256";"0"
454;2.08998;"1619466746.2256";"0"
456;2.08742;"1619466746.7256";"0"
452;2.09383;"1619466745.7256";"0"
455;2.08742;"1619466746.4756";"0"
451;2.09254;"1619466745.4756";"0"
453;2.0887;"1619466745.9756";"0"
457;2.08358;"1619466746.9756";"0"
461;2.08486;"1619466747.9756";"0"
458;2.08101;"1619466747.2256";"0"
460;2.09126;"1619466747.7256";"0"
459;2.09126;"1619466747.4756";"0"
462;2.08998;"1619466748.2256";"0"
467;2.08101;"1619466749.4756";"0"
464;2.07717;"1619466748.7256";"0"
466;2.07973;"1619466749.2256";"0"
463;2.08358;"1619466748.4756";"0"
465;2.08101;"1619466748.9756";"0"
468;2.07717;"1619466749.7256";"0"
469;2.07205;"1619466749.9756";"0"
471;2.07461;"1619466750.4756";"0"
472;2.07461;"1619466750.7256";"0"
470;2.07205;"1619466750.2256";"0"
474;2.07077;"1619466751.2256";"0"
473;2.07205;"1619466750.9756";"0"
480;2.05796;"1619466752.7256";"0"
475;2.06692;"1619466751.4756";"0"
478;2.06436;"1619466752.2256";"0"
477;2.06436;"1619466751.9756";"0"
479;2.05924;"1619466752.4756";"0"
476;2.06564;"1619466751.7256";"0"
486;2.06436;"1619466754.2256";"0"
484;2.06692;"1619466753.7256";"0"
481;2.06949;"1619466752.9756";"0"
483;2.07205;"1619466753.4756";"0"
482;2.0618;"1619466753.2256";"0"
485;2.06564;"1619466753.9756";"0"
492;2.07205;"1619466755.7256";"0"
490;2.07077;"1619466755.2256";"0"
488;2.06692;"1619466754.7256";"0"
491;2.0682;"1619466755.4756";"0"
487;2.0682;"1619466754.4756";"0"
489;2.06564;"1619466754.9756";"0"
493;2.0682;"1619466755.9756";"0"
495;2.06692;"1619466756.4756";"0"
496;2.06949;"1619466756.7256";"0"
497;2.06692;"1619466756.9756";"0"
494;2.0682;"1619466756.2256";"0"
498;2.06052;"1619466757.2256";"0"
504;2.10535;"1619466758.7256";"0"
501;2.06692;"1619466757.9756";"0"
503;2.09383;"1619466758.4756";"0"
502;2.07717;"1619466758.2256";"0"
500;2.06308;"1619466757.7256";"0"
499;2.06308;"1619466757.4756";"0"
505;2.11176;"1619466758.9756";"0"
510;2.11176;"1619466760.2256";"0"
508;2.11945;"1619466759.7256";"0"
506;2.11816;"1619466759.2256";"0"
507;2.11945;"1619466759.4756";"0"
509;2.11432;"1619466759.9756";"0"
516;2.14378;"1619466761.7256";"0"
514;2.12713;"1619466761.2256";"0"
513;2.12457;"1619466760.9756";"0"
515;2.13994;"1619466761.4756";"0"
511;2.1156;"1619466760.4756";"0"
512;2.11048;"1619466760.7256";"0"
520;2.163;"1619466762.7256";"0"
522;2.17453;"1619466763.2256";"0"
519;2.163;"1619466762.4756";"0"
521;2.16172;"1619466762.9756";"0"
518;2.16044;"1619466762.2256";"0"
517;2.15916;"1619466761.9756";"0"
526;2.27445;"1619466764.2256";"0"
524;2.22833;"1619466763.7256";"0"
527;2.29495;"1619466764.4756";"0"
525;2.2578;"1619466763.9756";"0"
528;2.30135;"1619466764.7256";"0"
523;2.19246;"1619466763.4756";"0"
534;2.26292;"1619466766.2256";"0"
529;2.3116;"1619466764.9756";"0"
531;2.28598;"1619466765.4756";"0"
532;2.27445;"1619466765.7256";"0"
533;2.26676;"1619466765.9756";"0"
530;2.29623;"1619466765.2256";"0"
538;2.23474;"1619466767.2256";"0"
537;2.24499;"1619466766.9756";"0"
539;2.22833;"1619466767.4756";"0"
536;2.24755;"1619466766.7256";"0"
535;2.24883;"1619466766.4756";"0"
540;2.22833;"1619466767.7256";"0"
545;2.318;"1619466768.9756";"0"
544;2.30263;"1619466768.7256";"0"
541;2.23602;"1619466767.9756";"0"
543;2.28085;"1619466768.4756";"0"
546;2.32441;"1619466769.2256";"0"
542;2.25395;"1619466768.2256";"0"
547;2.33466;"1619466769.4756";"0"
548;2.33594;"1619466769.7256";"0"
549;2.33338;"1619466769.9756";"0"
551;2.3116;"1619466770.4756";"0"
550;2.32697;"1619466770.2256";"0"
552;2.30391;"1619466770.7256";"0"
554;2.30519;"1619466771.2256";"0"
553;2.30263;"1619466770.9756";"0"
556;2.30647;"1619466771.7256";"0"
555;2.30007;"1619466771.4756";"0"
557;2.30391;"1619466771.9756";"0"
558;2.30519;"1619466772.2256";"0"
563;2.29366;"1619466773.4756";"0"
560;2.30135;"1619466772.7256";"0"
561;2.30135;"1619466772.9756";"0"
562;2.30135;"1619466773.2256";"0"
564;2.28982;"1619466773.7256";"0"
559;2.30519;"1619466772.4756";"0"
566;2.27317;"1619466774.2256";"0"
570;2.27701;"1619466775.2256";"0"
567;2.27701;"1619466774.4756";"0"
568;2.27573;"1619466774.7256";"0"
569;2.27445;"1619466774.9756";"0"
565;2.27701;"1619466773.9756";"0"
571;2.27445;"1619466775.4756";"0"
575;2.27829;"1619466776.4756";"0"
573;2.27317;"1619466775.9756";"0"
574;2.27573;"1619466776.2256";"0"
576;2.28342;"1619466776.7256";"0"
572;2.26676;"1619466775.7256";"0"
578;2.27317;"1619466777.2256";"0"
577;2.28342;"1619466776.9756";"0"
580;2.27061;"1619466777.7256";"0"
579;2.27701;"1619466777.4756";"0"
581;2.26036;"1619466777.9756";"0"
582;2.25395;"1619466778.2256";"0"
586;2.24627;"1619466779.2256";"0"
584;2.25139;"1619466778.7256";"0"
588;2.24114;"1619466779.7256";"0"
585;2.24627;"1619466778.9756";"0"
583;2.25011;"1619466778.4756";"0"
587;2.24114;"1619466779.4756";"0"
593;2.23218;"1619466780.9756";"0"
590;2.23089;"1619466780.2256";"0"
591;2.2373;"1619466780.4756";"0"
594;2.22321;"1619466781.2256";"0"
592;2.2373;"1619466780.7256";"0"
589;2.2373;"1619466779.9756";"0"
596;2.22961;"1619466781.7256";"0"
597;2.22577;"1619466781.9756";"0"
600;2.22449;"1619466782.7256";"0"
595;2.22833;"1619466781.4756";"0"
598;2.22321;"1619466782.2256";"0"
599;2.22193;"1619466782.4756";"0"
606;2.23218;"1619466784.2256";"0"
605;2.22833;"1619466783.9756";"0"
603;2.22577;"1619466783.4756";"0"
601;2.22193;"1619466782.9756";"0"
602;2.22449;"1619466783.2256";"0"
604;2.22193;"1619466783.7256";"0"
612;2.4192;"1619466785.7256";"0"
611;2.39999;"1619466785.4756";"0"
607;2.25523;"1619466784.4756";"0"
610;2.36156;"1619466785.2256";"0"
608;2.29238;"1619466784.7256";"0"
609;2.32313;"1619466784.9756";"0"
618;2.39131;"1619466787.2256";"0"
617;2.40028;"1619466786.9756";"0"
616;2.41565;"1619466786.7256";"0"
615;2.42462;"1619466786.4756";"0"
613;2.4333;"1619466785.9756";"0"
614;2.43231;"1619466786.2256";"0"
619;2.36826;"1619466787.4756";"0"
622;2.34135;"1619466788.2256";"0"
621;2.35288;"1619466787.9756";"0"
623;2.34264;"1619466788.4756";"0"
620;2.36185;"1619466787.7256";"0"
624;2.34392;"1619466788.7256";"0"
626;2.3452;"1619466789.2256";"0"
629;2.36954;"1619466789.9756";"0"
625;2.3452;"1619466788.9756";"0"
628;2.35032;"1619466789.7256";"0"
630;2.38491;"1619466790.2256";"0"
627;2.35288;"1619466789.4756";"0"
631;2.41309;"1619466790.4756";"0"
634;2.41693;"1619466791.2256";"0"
633;2.4259;"1619466790.9756";"0"
636;2.40925;"1619466791.7256";"0"
635;2.41693;"1619466791.4756";"0"
632;2.41565;"1619466790.7256";"0"
637;2.399;"1619466791.9756";"0"
640;2.3785;"1619466792.7256";"0"
641;2.36697;"1619466792.9756";"0"
642;2.36569;"1619466793.2256";"0"
638;2.39388;"1619466792.2256";"0"
639;2.38363;"1619466792.4756";"0"
643;2.36313;"1619466793.4756";"0"
645;2.35416;"1619466793.9756";"0"
644;2.35801;"1619466793.7256";"0"
647;2.36185;"1619466794.4756";"0"
648;2.36313;"1619466794.7256";"0"
646;2.36057;"1619466794.2256";"0"
653;2.34904;"1619466795.9756";"0"
649;2.35673;"1619466794.9756";"0"
652;2.35032;"1619466795.7256";"0"
650;2.34776;"1619466795.2256";"0"
651;2.35545;"1619466795.4756";"0"
654;2.35929;"1619466796.2256";"0"
658;2.45921;"1619466797.2256";"0"
655;2.36441;"1619466796.4756";"0"
659;2.50917;"1619466797.4756";"0"
657;2.42206;"1619466796.9756";"0"
656;2.38619;"1619466796.7256";"0"
660;2.55657;"1619466797.7256";"0"
661;2.57962;"1619466797.9756";"0"
662;2.58987;"1619466798.2256";"0"
664;2.6014;"1619466798.7256";"0"
663;2.59884;"1619466798.4756";"0"
665;2.62062;"1619466798.9756";"0"
666;2.62958;"1619466799.2256";"0"
667;2.64624;"1619466799.4756";"0"
671;2.65392;"1619466800.4756";"0"
672;2.64752;"1619466800.7256";"0"
668;2.66033;"1619466799.7256";"0"
670;2.65777;"1619466800.2256";"0"
669;2.66673;"1619466799.9756";"0"
678;2.55657;"1619466802.2256";"0"
673;2.6283;"1619466800.9756";"0"
674;2.61421;"1619466801.2256";"0"
676;2.58219;"1619466801.7256";"0"
675;2.60012;"1619466801.4756";"0"
677;2.5681;"1619466801.9756";"0"
681;2.53991;"1619466802.9756";"0"
682;2.53223;"1619466803.2256";"0"
679;2.54888;"1619466802.4756";"0"
680;2.54119;"1619466802.7256";"0"
683;2.53479;"1619466803.4756";"0"
684;2.52838;"1619466803.7256";"0"
688;2.51173;"1619466804.7256";"0"
685;2.52454;"1619466803.9756";"0"
686;2.51814;"1619466804.2256";"0"
689;2.50533;"1619466804.9756";"0"
687;2.51429;"1619466804.4756";"0"
690;2.50917;"1619466805.2256";"0"
692;2.51173;"1619466805.7256";"0"
695;2.51045;"1619466806.4756";"0"
693;2.50789;"1619466805.9756";"0"
691;2.51045;"1619466805.4756";"0"
694;2.50789;"1619466806.2256";"0"
696;2.53479;"1619466806.7256";"0"
698;2.57322;"1619466807.2256";"0"
